499.9,499.9,499.8,500.1,499.9,499.6,499.6,490.8,499.8,499.1
500.7,499.9,501.4,498.5,498.6,499.8,498.9,498.6,499.8,502.0
497.8,501.6,497.8,503.7,498.9,499.0,499.0,500.2,499.4,499.4
498.8,501.9,503.0,499.6,501.0,498.7,498.3,499.1,499.3,498.8
503.3,498.9,500.0,501.3,499.3,497.5,498.2,499.7,497.9,501.0
501.3,499.7,499.8,497.6,498.8,499.5,501.1,498.7,500.0,498.3
500.2,499.8,498.3,498.0,498.3,499.9,499.6,500.6,499.2,497.7
498.2,498.3,499.3,501.7,502.3,500.2,500.7,501.0,500.7,497.5
501.2,499.6,500.1,500.0,499.4,500.1,501.8,501.8,497.0,500.8
499.2,500.0,499.6,499.5,500.0,498.0,500.0,501.1,498.2,498.0
500.9,497.5,497.6,497.6,500.2,499.5,500.1,500.9,499.4,496.6
498.7,500.0,501.1,499.8,499.0,499.2,499.4,499.0,500.2,501.5
498.6,498.9,501.7,501.9,500.0,498.9,499.9,498.7,498.3,500.9
498.4,498.2,499.8,500.4,497.8,499.8,499.6,498.9,501.5,497.9
