1.36,1.4
1.408,1.8
1.443,2.2
1.468,2.6
1.493,3
1.516,3.4
1.538,3.8
1.551,4
1.575,4.15
1.616,3.9
1.653,3.4
1.682,3
1.7,2.8
1.717,2.6
1.742,2.4
1.766,2.2
1.794,2
1.841,1.8
1.887,1.6
1.955,1.4
2.055,1.2
