t (s),V (mV)
0,17.3129
1,17.2917
2,17.2695
3,17.2447
4,17.2195
5,17.1936
6,17.1677
7,17.1397
8,17.113
9,17.0851
10,17.0567
11,17.0282
12,16.9998
13,16.9706
14,16.9421
15,16.9132
16,16.8839
17,16.8551
18,16.8253
19,16.7957
20,16.7663
21,16.7378
22,16.7075
23,16.6773
24,16.6489
25,16.6188
26,16.5886
27,16.559
28,16.5295
29,16.4996
30,16.4704
31,16.4408
32,16.4115
33,16.3817
34,16.3523
35,16.3233
36,16.2932
37,16.2647
38,16.2362
39,16.2067
40,16.1781
41,16.1498
42,16.1199
43,16.0905
44,16.0621
45,16.0328
46,16.0049
47,15.976
48,15.9469
49,15.9191
50,15.89
51,15.8615
52,15.8327
53,15.8045
54,15.7766
55,15.7487
56.001,15.7195
57.001,15.6918
58,15.6635
59,15.6359
60,15.6078
61,15.5797
62,15.5524
63,15.5247
64,15.497
65,15.4692
66,15.4415
67,15.4137
68,15.3863
69,15.3586
70,15.3303
71,15.3037
72,15.2758
73,15.2479
74,15.2199
75,15.1929
76,15.1662
77,15.1384
78,15.1113
79,15.0847
80,15.0567
81,15.0298
82,15.0023
83,14.9754
84,14.9477
85,14.9207
86,14.8925
87.001,14.8655
88,14.8389
89,14.8119
90,14.7854
91,14.7582
92,14.7307
93,14.705
94,14.6784
95,14.6528
96,14.6265
97,14.5997
98,14.5742
99,14.5482
100,14.5225
101,14.4965
102,14.4707
103,14.445
104,14.4195
105,14.3938
106,14.3686
107,14.3435
108,14.3181
109.001,14.2932
110,14.2679
111,14.2428
112,14.2181
113,14.1929
114,14.1693
115,14.1435
116,14.1187
117,14.0935
118,14.0691
119,14.0448
120,14.0203
121,13.9946
122,13.9704
123,13.946
124,13.9205
125,13.8962
126.001,13.8715
127,13.8466
128,13.8225
129,13.7969
130,13.7731
131,13.7483
132,13.7235
133,13.699
134,13.6742
135,13.6498
136,13.6248
137.001,13.6002
138,13.5762
139,13.552
140,13.5276
141.001,13.5037
142,13.48
143,13.4562
144,13.4321
145,13.4084
146,13.3838
147,13.3614
148,13.3371
149,13.3144
150,13.2894
151,13.2667
152,13.243
153,13.2193
154,13.1969
155,13.173
156,13.15
157,13.1271
158,13.1042
159,13.0813
160,13.058
161,13.0352
162,13.0132
163,12.9897
164,12.9667
165,12.9445
166.001,12.9212
167,12.8986
168,12.8751
169,12.8529
170,12.83
171,12.808
172,12.7855
173,12.7624
174,12.7412
175,12.718
176.001,12.6956
177,12.6737
178,12.6512
179.001,12.6295
180,12.6075
181,12.5851
182,12.5631
183,12.5403
184,12.5188
185,12.497
186,12.4743
187,12.4527
188,12.431
189,12.4095
190,12.3868
191.001,12.3654
192,12.3436
193,12.3217
194,12.3005
195,12.2788
196.001,12.2564
197,12.2349
198,12.2138
199,12.1917
200,12.1709
201,12.1483
202,12.1273
203,12.1055
204,12.0838
205,12.0622
206.001,12.0404
207,12.0191
208,11.9976
209.001,11.9763
210,11.9546
211.001,11.9344
212,11.9133
213,11.8918
214,11.8711
215,11.8509
216,11.8292
217,11.8093
218,11.7888
219,11.768
220.001,11.7471
221,11.7272
222,11.7062
223,11.6864
224,11.6657
225.001,11.6447
226,11.6245
227,11.6042
228,11.5833
229,11.5633
230,11.542
231,11.5222
232,11.5023
233,11.4821
234,11.4617
235,11.4415
236,11.4211
237,11.402
238,11.3812
239,11.3619
240,11.3416
241,11.3221
242,11.3022
243,11.2823
244,11.2625
245,11.2438
246,11.2235
247,11.2039
248,11.1852
249,11.1654
250,11.1461
251,11.1261
252,11.1071
253,11.0877
254,11.0691
255,11.0502
256,11.0324
257,11.0119
258,10.9937
259,10.9745
260,10.9547
261,10.9357
262,10.9176
263,10.8987
264.001,10.8788
265,10.8602
266,10.8414
267,10.8224
268,10.8041
269,10.7848
270,10.766
271,10.747
272,10.7293
273,10.71
274,10.6912
275,10.6729
276,10.6537
277,10.6356
278,10.6165
278.999,10.5974
279.999,10.58
281,10.5614
281.999,10.5428
282.999,10.5237
283.999,10.5051
284.999,10.4861
285.999,10.4679
286.999,10.4494
287.999,10.4309
288.999,10.4129
289.999,10.3947
290.999,10.3765
291.999,10.3585
292.999,10.3396
293.999,10.3221
294.999,10.3037
295.999,10.2857
296.999,10.2683
297.999,10.2492
298.999,10.2321
299.999,10.2144
300.999,10.1963
301.999,10.1794
302.999,10.1615
303.999,10.144
304.999,10.1266
305.999,10.1089
306.999,10.0914
307.999,10.0744
308.999,10.0569
309.999,10.0395
310.999,10.022
311.999,10.0038
313,9.9875
314,9.9703
315,9.9526
316,9.9362
317,9.9191
318,9.9011
319,9.8843
320,9.8676
321,9.8506
322,9.834
